asset
EQPA3
EQPA5
EQPA7
EQTL3
ETER3
EUCA3
EUCA4
EURO11
EVEN3
EXXO34
EZTC3
F1NI34
FAED11
FAMB11B
FBOK34
FCCQ11
FCFL11
FESA4
FEXC11
FHER3
FIGS11
FIIB11
FIIP11B
FIND11
FIVN11
FLMA11
FLRP11
FLRY3
FNAM11
FNOR11
FRAS3
FRTA3
FSRF11
FSTU11
FVBI11
FVPQ11
G1WW34
GBIO33
GEOO34
GEPA3
GEPA4
GFSA3
GGBR3
GGBR4
GGRC11
GILD34
GNDI3
GOAU3
GOAU4
GOGL34
GOGL35
GOLL11
GOLL4
GPCP3
GPIV33
GPRO34
GRLV11
GRND3
GSFI11
GTWR11
GUAR3
HABT11
HAGA4
HAPV3
HBOR3
HCRI11
HCTR11
HETA4
HFOF11
HGBS11
HGCR11
HGFF11
HGLG11
HGPO11
HGRE11
HGRU11
HGTX3
HLOG11
HMOC11
HOME34
HONB34
HOOT4
HOSI11
HPDP11
HRDF11
HSML11
HTMX11
HUSC11
HYPE3
I1NF34
IBFF11
IDNT3
IDVL3
IDVL4
IGBR3
IGTA3
INEP3
INEP4
IRBR3
IRDM11
ISUS11
ITLC34
ITSA3
ITSA4
ITUB3
ITUB4
IVVB11
JBDU3
JBDU4
JBSS3
JCPC34
JFEN3
JHSF3
JNJB34
JPMC34
JPSA3
JRDM11
JSLG3
JSRE11
KEPL3
KFOF11
KHCB34
KINP11
KLBN11
KLBN3
KLBN4
KNCR11
KNHY11
KNIP11
KNRE11
KNRI11
LAME3
LAME4
LCAM3
LEVE3
LGCP11
LIGT3
LINX3
LLIS3
LOGG3
LOGN3
LPSB3
LREN3
LUGG11
LUPA3
LVBI11
LWSA3
M1NS34
M1PC34
MALL11
MATB11
MAXR11
MBRF11
MCCI11
MCDC34
MDIA3
MDNE3
MEAL3
MELI34
MERC4
MFII11
MGEL4
MGFF11
MGLU3
MILS3
MMXM11
MMXM3
MNDL3
MNPR3
MOVI3
MRFG3
MRVE3
MSCD34
MSFT34
MTRE3
MTSA4
MULT3
MWET4
MXRF11
MYPK3
N1CL34
N1EM34
NEOE3
NETE34
NEWL11
NEWU11
NFLX34
NSLU11
NTCO3
NVDC34
NVHO11
ODPV3
OFSA3
OIBR3
OIBR4
OMGE3
ONEF11
OSXB3
OUCY11
OUFF11
OUJP11
OULG11
PABY11
PARD3
PATC11
PATI3
PATI4
PCAR3
PDGR3
PEPB34
PETR3
PETR4
PFIN11
PFIZ34
PFRM3
PGCO34
PIBB11
PINE4
PLAS3
PLCR11
PLRI11
PMAM3
PNVL3
PNVL4
POMO3
POMO4
PORD11
POSI3
PPLA11
PQDP11
PRIO3
PRNR3
PRSN11B
PSSA3
PSVM11
PTBL3
PTNT4
QAGR11
QCOM34
QUAL3
RADL3
RAIL3
RANI3
RANI4
RAPT3
RAPT4
RBBV11
RBCO11
RBDS11
RBED11
RBFF11
RBGS11
RBIV11
RBRD11
RBRF11
RBRF12
RBRP11
RBRR11
RBRY11
RBVA11
RBVO11
RCFA11
RCRB11
RCSL3
RCSL4
RDNI3
RDPD11
RECT11
REDE3
REGN34
RENT3
RFOF11
RLOG3
RNDP11
RNEW11
RNEW3
RNEW4
RNGO11
ROMI3
RPMG3
RSID3
RSUL4
RVBI11
S1YF34
SAAG11
SADI11
SANB11
SANB3
SANB4
SAPR11
SAPR3
SAPR4
SARE11
SBSP3
SBUB34
SCAR3
SCHW34
SCPF11
SDIL11
SDIP11
SEER3
SGPS3
SHOW3
SHPH11
SHUL4
SIMN34
SLCE3
SLED3
SLED4
SMAC11
SMAL11
SMLS3
SMTO3
SOND5
SPRI3
SPTW11
SPXI11
SQIA3
SSFO34
STBP3
SULA11
SULA3
SULA4
SUZB3
T1DG34
TAEE11
TAEE3
TAEE4
TASA13
TASA15
TASA17
TASA3
TASA4
TCNO3
TCNO4
TCSA3
TECN3
TEKA4
TELB3
TELB4
TEND3
TESA12
TESA3
TEXA34
TFOF11
TGAR11
TGMA3
TGTB34
THRA11
TIET11
TIET3
TIET4
TIMP3
TMOS34
TORD11
TOTS3
TPIS3
TRIS3
TRPL3
TRPL4
TRXF11
TSLA34
TSMC34
TSNF34
TUPY3
TWTR34
TXRX4
U1AL34
U1BE34
UBSR11
UCAS3
UGPA3
UNHH34
UNIP3
UNIP5
UNIP6
UPSS34
USIM3
USIM5
USSX34
VALE3
VCJR11
VERZ34
VGIP11
VGIR11
VIGT11
VILG11
VINO11
VISA34
VISC11
VIVA3
VIVR3
VIVT3
VIVT4
VLID3
VLOL11
VOTS11
VRTA11
VSHO11
VTLT11
VULC3
VVAR3
VVPR11
WALM34
WEGE3
WFCO34
WHRL3
WHRL4
WIZS3
WLMM4
WPLZ11
WSON33
XBOV11
XPCI11
XPCM11
XPHT11
XPHT12
XPIE11
XPIN11
XPLG11
XPML11
XPOM11
XPPR11
XPSF11
XTED11
YCHY11
YDUQ3
